72,66,1
72,76,1
73,70,1
73,68,1
73,79,1
74,68,1
74,69,1
74,75,1
75,74,1
75,69,1
75,79,1
76,72,1
76,70,1
76,78,1
76,80,1
77,71,1
77,80,1
77,83,2
78,84,1
78,76,1
78,81,1
79,81,1
79,70,2
79,73,1
79,75,1
79,95,2
79,88,1
79,87,2
80,72,1
80,76,1
80,87,2
80,84,1
80,83,2
80,77,1
80,56,2
81,78,1
81,79,1
81,87,1
82,77,1
82,83,1
82,85,1
83,82,1
83,77,2
83,80,2
83,84,1
83,97,2
83,85,2
84,83,1
84,80,1
84,78,1
84,86,1
85,89,1
85,82,1
85,83,2
85,90,1
85,96,2
86,91,1
86,84,1
86,87,1
86,92,1
87,86,1
87,80,2
87,81,1
87,79,2
87,88,1
87,94,2
87,93,1
87,97,2
88,87,1
88,79,1
88,95,1
89,181,1
89,185,1
90,85,1
90,91,1
90,96,1
91,90,1
91,86,1
91,92,1
92,91,1
92,86,1
92,97,1
93,99,1
93,87,1
93,94,1
94,93,1
94,87,2
94,95,1
94,95,2
94,101,1
94,100,2
95,94,1
95,94,2
95,88,1
95,79,2
95,70,3
95,62,3
95,100,3
95,98,1
95,105,2
96,85,2
96,90,1
96,97,1
96,100,2
96,102,1
96,127,4
97,96,1
97,83,2
97,92,1
97,87,2
97,99,1
97,100,2
98,95,1
98,101,1
98,106,1
99,103,1
99,97,1
99,93,1
99,104,1
100,56,3
100,102,1
100,96,2
100,97,2
100,103,1
100,94,2
100,107,1
100,95,3
100,115,2
100,112,1
100,113,2
100,113,1
100,128,3
100,185,3
101,94,1
101,98,1
101,105,1
102,96,1
102,103,1
102,100,1
102,113,1
103,102,1
103,100,1
103,99,1
104,99,1
104,105,1
104,108,1
105,104,1
105,101,1
105,106,1
105,111,2
105,108,1
105,95,2
106,105,1
106,98,1
106,111,1
106,109,1
107,100,1
107,108,1
107,115,1
108,107,1
108,104,1
108,105,2
108,109,1
108,110,1
108,115,2
109,108,1
109,106,1
109,110,1
110,108,1
110,109,1
110,111,1
111,110,1
111,105,2
111,106,1
111,116,1
111,122,2
111,115,2
112,100,1
112,114,1
112,113,1
113,102,1
113,100,1
113,100,2
113,112,1
113,118,2
113,117,1
114,112,1
114,115,1
114,118,1
114,117,1
115,114,1
115,100,2
115,107,1
115,108,2
115,111,2
115,116,1
115,120,2
115,119,1
115,118,2
116,115,1
116,111,1
116,120,1
116,119,1
117,113,1
117,114,1
117,121,1
118,113,2
118,114,1
118,115,2
118,122,1
118,122,2
118,124,1
118,128,2
118,121,1
119,115,1
119,116,1
119,122,1
120,115,2
120,116,1
120,123,1
120,125,1
120,131,2
120,122,1
121,117,1
121,118,1
121,127,1
122,118,2
122,118,1
122,119,1
122,111,2
122,120,1
122,133,2
122,131,1
122,124,1
123,120,1
123,126,1
